geo_key;municipio;uf;total_contratos;inadimplentes_totais;adimplentes_totais;inad_parciais_lucrativos;inad_parciais_nao_lucrativos;inad_parciais_lucrativos_pct;inadimplentes_totais_pct_country;adimplentes_totais_pct_country;inad_parciais_lucrativos_pct_country;inad_parciais_nao_lucrativos_pct_country
DOUTOR CAMARGO_PR;DOUTOR CAMARGO;PR;71;15;56;4;10;0,056338028169014086;0,0012044323109041272;0,0016594067620825555;0,0014689680499449136;0,0013526308670363857
RENASCENCA_PR;RENASCENÇA;PR;70;15;55;1;8;0,014285714285714285;0,0012044323109041272;0,0016297744984739384;0,0003672420124862284;0,0010821046936291085
IBAITI_PR;IBAITI;PR;67;34;33;9;17;0,13432835820895522;0,0027300465713826884;0,000977864699084363;0,0033051781123760557;0,0022994724739618558
CATAGUASES_MG;CATAGUASES;MG;67;18;49;3;15;0,04477611940298507;0,0014453187730849527;0,001451980916822236;0,0011017260374586854;0,002028946300554579
RIO VERDE_GO;RIO VERDE;GO;67;24;43;2;20;0,029850746268656716;0,0019270916974466034;0,0012741873351705337;0,0007344840249724568;0,0027052617340727714
TRES LAGOAS_MS;TRÊS LAGOAS;MS;66;21;45;5;13;0,07575757575757576;0,001686205235265778;0,0013334518623877678;0,001836210062431142;0,0017584201271473015
DOURADOS_MS;DOURADOS;MS;66;18;48;8;9;0,12121212121212122;0,0014453187730849527;0,001422348653213619;0,0029379360998898272;0,0012173677803327472
SAO MATEUS DO SUL_PR;SÃO MATEUS DO SUL;PR;66;20;46;8;11;0,12121212121212122;0,0016059097478721696;0,0013630841259963849;0,0029379360998898272;0,0014878939537400244
TAMANDARE_PE;TAMANDARÉ;PE;65;23;42;2;14;0,03076923076923077;0,0018467962100529951;0,0012445550715619166;0,0007344840249724568;0,0018936832138509402
PIRACICABA_SP;PIRACICABA;SP;63;15;48;3;10;0,047619047619047616;0,0012044323109041272;0,001422348653213619;0,0011017260374586854;0,0013526308670363857
GUARATINGUETA_SP;GUARATINGUETÁ;SP;63;18;45;6;10;0,09523809523809523;0,0014453187730849527;0,0013334518623877678;0,0022034520749173708;0,0013526308670363857
CATANDUVA_SP;CATANDUVA;SP;62;27;35;5;17;0,08064516129032258;0,002167978159627429;0,0010371292263015972;0,001836210062431142;0,0022994724739618558
MATINHOS_PR;MATINHOS;PR;62;15;47;2;9;0,03225806451612903;0,0012044323109041272;0,001392716389605002;0,0007344840249724568;0,0012173677803327472
MARACANAU_CE;MARACANAÚ;CE;62;20;42;1;12;0,016129032258064516;0,0016059097478721696;0,0012445550715619166;0,0003672420124862284;0,001623157040443663
LUIZIANA_PR;LUIZIANA;PR;62;13;49;6;6;0,0967741935483871;0,0010438413361169101;0,001451980916822236;0,0022034520749173708;0,0008115785202218315
PRIMEIRO DE MAIO_PR;PRIMEIRO DE MAIO;PR;62;22;40;7;10;0,11290322580645161;0,0017665007226593866;0,0011852905443446825;0,002570694087403599;0,0013526308670363857
MATELANDIA_PR;MATELÂNDIA;PR;61;12;49;1;10;0,01639344262295082;0,0009635458487233017;0,001451980916822236;0,0003672420124862284;0,0013526308670363857
OLINDA_PE;OLINDA;PE;60;22;38;8;8;0,13333333333333333;0,0017665007226593866;0,0011260260171274484;0,0029379360998898272;0,0010821046936291085
JOAO PESSOA_PB;JOÃO PESSOA;PB;60;19;41;1;13;0,016666666666666666;0,001525614260478561;0,0012149228079532995;0,0003672420124862284;0,0017584201271473015
POUSO ALEGRE_MG;POUSO ALEGRE;MG;59;9;50;0;8;0,0;0,0007226593865424764;0,001481613180430853;0,0;0,0010821046936291085
BARRA DO GARCAS_MT;BARRA DO GARÇAS;MT;59;15;44;2;12;0,03389830508474576;0,0012044323109041272;0,0013038195987791507;0,0007344840249724568;0,001623157040443663
SAO JOAO DA SERRA_PI;SÃO JOÃO DA SERRA;PI;57;12;45;3;5;0,05263157894736842;0,0009635458487233017;0,0013334518623877678;0,0011017260374586854;0,0006763154335181928
FLORESTOPOLIS_PR;FLORESTÓPOLIS;PR;57;18;39;6;9;0,10526315789473684;0,0014453187730849527;0,0011556582807360654;0,0022034520749173708;0,0012173677803327472
LINS_SP;LINS;SP;56;11;45;0;9;0,0;0,0008832503613296933;0,0013334518623877678;0,0;0,0012173677803327472
SOBRAL_CE;SOBRAL;CE;56;20;36;3;10;0,05357142857142857;0,0016059097478721696;0,0010667614899102142;0,0011017260374586854;0,0013526308670363857
BIGUACU_SC;BIGUAÇU;SC;55;22;33;2;16;0,03636363636363636;0,0017665007226593866;0,000977864699084363;0,0007344840249724568;0,002164209387258217
GRAMADO_RS;GRAMADO;RS;55;14;41;1;11;0,01818181818181818;0,0011241368235105186;0,0012149228079532995;0,0003672420124862284;0,0014878939537400244
MAFRA_SC;MAFRA;SC;55;15;40;2;12;0,03636363636363636;0,0012044323109041272;0,0011852905443446825;0,0007344840249724568;0,001623157040443663
CASTANHAL_PA;CASTANHAL;PA;54;24;30;7;13;0,12962962962962962;0,0019270916974466034;0,0008889679082585119;0,002570694087403599;0,0017584201271473015
ITAQUAQUECETUBA_SP;ITAQUAQUECETUBA;SP;53;20;33;7;9;0,1320754716981132;0,0016059097478721696;0,000977864699084363;0,002570694087403599;0,0012173677803327472
SANTOS_SP;SANTOS;SP;53;17;36;3;11;0,05660377358490566;0,0013650232856913442;0,0010667614899102142;0,0011017260374586854;0,0014878939537400244
RONCADOR_PR;RONCADOR;PR;52;11;41;6;5;0,11538461538461539;0,0008832503613296933;0,0012149228079532995;0,0022034520749173708;0,0006763154335181928
CONTAGEM_MG;CONTAGEM;MG;52;18;34;2;14;0,038461538461538464;0,0014453187730849527;0,00100749696269298;0,0007344840249724568;0,0018936832138509402
VOTUPORANGA_SP;VOTUPORANGA;SP;51;20;31;7;11;0,13725490196078433;0,0016059097478721696;0,0009186001718671289;0,002570694087403599;0,0014878939537400244
OSASCO_SP;OSASCO;SP;50;14;36;0;9;0,0;0,0011241368235105186;0,0010667614899102142;0,0;0,0012173677803327472
PELOTAS_RS;PELOTAS;RS;49;18;31;4;10;0,08163265306122448;0,0014453187730849527;0,0009186001718671289;0,0014689680499449136;0,0013526308670363857
ROLANDIA_PR;ROLÂNDIA;PR;49;15;34;4;9;0,08163265306122448;0,0012044323109041272;0,00100749696269298;0,0014689680499449136;0,0012173677803327472
CAMPO BOM_RS;CAMPO BOM;RS;48;9;39;2;6;0,041666666666666664;0,0007226593865424764;0,0011556582807360654;0,0007344840249724568;0,0008115785202218315
SANTA CRUZ DO SUL_RS;SANTA CRUZ DO SUL;RS;48;10;38;3;6;0,0625;0,0008029548739360848;0,0011260260171274484;0,0011017260374586854;0,0008115785202218315
RIBEIRAO DAS NEVES_MG;RIBEIRÃO DAS NEVES;MG;48;16;32;2;10;0,041666666666666664;0,0012847277982977357;0,000948232435475746;0,0007344840249724568;0,0013526308670363857
SETE LAGOAS_MG;SETE LAGOAS;MG;48;18;30;3;11;0,0625;0,0014453187730849527;0,0008889679082585119;0,0011017260374586854;0,0014878939537400244
CAARAPO_MS;CAARAPÓ;MS;47;11;36;1;8;0,02127659574468085;0,0008832503613296933;0,0010667614899102142;0,0003672420124862284;0,0010821046936291085
DIVINOPOLIS_MG;DIVINÓPOLIS;MG;47;5;42;1;4;0,02127659574468085;0,0004014774369680424;0,0012445550715619166;0,0003672420124862284;0,0005410523468145543
VILA VELHA_ES;VILA VELHA;ES;47;15;32;1;12;0,02127659574468085;0,0012044323109041272;0,000948232435475746;0,0003672420124862284;0,001623157040443663
ITAPECERICA_MG;ITAPECERICA;MG;46;25;21;5;17;0,10869565217391304;0,002007387184840212;0,0006222775357809583;0,001836210062431142;0,0022994724739618558
FARROUPILHA_RS;FARROUPILHA;RS;46;13;33;5;7;0,10869565217391304;0,0010438413361169101;0,000977864699084363;0,001836210062431142;0,0009468416069254701
CRUZ MACHADO_PR;CRUZ MACHADO;PR;45;14;31;4;6;0,08888888888888889;0,0011241368235105186;0,0009186001718671289;0,0014689680499449136;0,0008115785202218315
MONGAGUA_SP;MONGAGUÁ;SP;45;24;21;4;9;0,08888888888888889;0,0019270916974466034;0,0006222775357809583;0,0014689680499449136;0,0012173677803327472
XANXERE_SC;XANXERÊ;SC;44;5;39;1;4;0,022727272727272728;0,0004014774369680424;0,0011556582807360654;0,0003672420124862284;0,0005410523468145543
ATIBAIA_SP;ATIBAIA;SP;44;14;30;2;11;0,045454545454545456;0,0011241368235105186;0,0008889679082585119;0,0007344840249724568;0,0014878939537400244
FRANCISCO BELTRAO_PR;FRANCISCO BELTRÃO;PR;44;5;39;2;3;0,045454545454545456;0,0004014774369680424;0,0011556582807360654;0,0007344840249724568;0,00040578926011091576
SAO JOSE DOS CAMPOS_SP;SÃO JOSÉ DOS CAMPOS;SP;43;13;30;2;7;0,046511627906976744;0,0010438413361169101;0,0008889679082585119;0,0007344840249724568;0,0009468416069254701
ALVORADA DO SUL_PR;ALVORADA DO SUL;PR;42;8;34;4;2;0,09523809523809523;0,0006423638991488678;0,00100749696269298;0,0014689680499449136;0,00027052617340727714
ITAPEMA_SC;ITAPEMA;SC;42;13;29;1;9;0,023809523809523808;0,0010438413361169101;0,0008593356446498948;0,0003672420124862284;0,0012173677803327472
JACAREZINHO_PR;JACAREZINHO;PR;42;17;25;2;11;0,047619047619047616;0,0013650232856913442;0,0007408065902154265;0,0007344840249724568;0,0014878939537400244
FOZ DO JORDAO_PR;FOZ DO JORDÃO;PR;42;9;33;2;4;0,047619047619047616;0,0007226593865424764;0,000977864699084363;0,0007344840249724568;0,0005410523468145543
VOLTA REDONDA_RJ;VOLTA REDONDA;RJ;42;14;28;5;8;0,11904761904761904;0,0011241368235105186;0,0008297033810412777;0,001836210062431142;0,0010821046936291085
CAMPINA GRANDE_PB;CAMPINA GRANDE;PB;42;14;28;1;10;0,023809523809523808;0,0011241368235105186;0,0008297033810412777;0,0003672420124862284;0,0013526308670363857
CARATINGA_MG;CARATINGA;MG;41;14;27;4;8;0,0975609756097561;0,0011241368235105186;0,0008000711174326607;0,0014689680499449136;0,0010821046936291085
ARAQUARI_SC;ARAQUARI;SC;41;12;29;5;6;0,12195121951219512;0,0009635458487233017;0,0008593356446498948;0,001836210062431142;0,0008115785202218315
CAMACARI_BA;CAMAÇARI;BA;40;29;11;3;9;0,075;0,002328569134414646;0,0003259548996947877;0,0011017260374586854;0,0012173677803327472
CALDAS NOVAS_GO;CALDAS NOVAS;GO;40;20;20;2;12;0,05;0,0016059097478721696;0,0005926452721723412;0,0007344840249724568;0,001623157040443663
DOIS IRMAOS_RS;DOIS IRMÃOS;RS;40;9;31;2;7;0,05;0,0007226593865424764;0,0009186001718671289;0,0007344840249724568;0,0009468416069254701
JACAREI_SP;JACAREÍ;SP;39;12;27;1;9;0,02564102564102564;0,0009635458487233017;0,0008000711174326607;0,0003672420124862284;0,0012173677803327472
SENADOR CANEDO_GO;SENADOR CANEDO;GO;39;14;25;5;7;0,1282051282051282;0,0011241368235105186;0,0007408065902154265;0,001836210062431142;0,0009468416069254701
RESERVA_PR;RESERVA;PR;38;11;27;4;4;0,10526315789473684;0,0008832503613296933;0,0008000711174326607;0,0014689680499449136;0,0005410523468145543
PORECATU_PR;PORECATU;PR;38;6;32;3;3;0,07894736842105263;0,00048177292436165086;0,000948232435475746;0,0011017260374586854;0,00040578926011091576
IJUI_RS;IJUÍ;RS;38;4;34;1;3;0,02631578947368421;0,0003211819495744339;0,00100749696269298;0,0003672420124862284;0,00040578926011091576
CORONEL FABRICIANO_MG;CORONEL FABRICIANO;MG;38;17;21;3;11;0,07894736842105263;0,0013650232856913442;0,0006222775357809583;0,0011017260374586854;0,0014878939537400244
TIMOTEO_MG;TIMÓTEO;MG;37;10;27;2;7;0,05405405405405406;0,0008029548739360848;0,0008000711174326607;0,0007344840249724568;0,0009468416069254701
SAO JOSE DO OURO_RS;SÃO JOSÉ DO OURO;RS;37;12;25;2;6;0,05405405405405406;0,0009635458487233017;0,0007408065902154265;0,0007344840249724568;0,0008115785202218315
CONGONHINHAS_PR;CONGONHINHAS;PR;37;10;27;5;4;0,13513513513513514;0,0008029548739360848;0,0008000711174326607;0,001836210062431142;0,0005410523468145543
BAURU_SP;BAURU;SP;36;15;21;3;11;0,08333333333333333;0,0012044323109041272;0,0006222775357809583;0,0011017260374586854;0,0014878939537400244
ARARAS_SP;ARARAS;SP;36;8;28;3;3;0,08333333333333333;0,0006423638991488678;0,0008297033810412777;0,0011017260374586854;0,00040578926011091576
JI PARANA_RO;JI-PARANÁ;RO;36;10;26;1;9;0,027777777777777776;0,0008029548739360848;0,0007704388538240436;0,0003672420124862284;0,0012173677803327472
TIBAGI_PR;TIBAGI;PR;36;14;22;5;7;0,1388888888888889;0,0011241368235105186;0,0006519097993895754;0,001836210062431142;0,0009468416069254701
ERECHIM_RS;ERECHIM;RS;35;3;32;1;2;0,02857142857142857;0,00024088646218082543;0,000948232435475746;0,0003672420124862284;0,00027052617340727714
ITANHAEM_SP;ITANHAÉM;SP;35;16;19;4;10;0,11428571428571428;0,0012847277982977357;0,0005630130085637242;0,0014689680499449136;0,0013526308670363857
CANDOI_PR;CANDÓI;PR;34;8;26;1;5;0,029411764705882353;0,0006423638991488678;0,0007704388538240436;0,0003672420124862284;0,0006763154335181928
VALINHOS_SP;VALINHOS;SP;34;10;24;1;7;0,029411764705882353;0,0008029548739360848;0,0007111743266068095;0,0003672420124862284;0,0009468416069254701
TIJUCAS_SC;TIJUCAS;SC;34;13;21;2;9;0,058823529411764705;0,0010438413361169101;0,0006222775357809583;0,0007344840249724568;0,0012173677803327472
PARAISO DO NORTE_PR;PARAÍSO DO NORTE;PR;34;6;28;3;2;0,08823529411764706;0,00048177292436165086;0,0008297033810412777;0,0011017260374586854;0,00027052617340727714
CORNELIO PROCOPIO_PR;CORNÉLIO PROCÓPIO;PR;33;11;22;3;5;0,09090909090909091;0,0008832503613296933;0,0006519097993895754;0,0011017260374586854;0,0006763154335181928
VALPARAISO DE GOIAS_GO;VALPARAÍSO DE GOIÁS;GO;33;13;20;1;10;0,030303030303030304;0,0010438413361169101;0,0005926452721723412;0,0003672420124862284;0,0013526308670363857
GUARULHOS_SP;GUARULHOS;SP;33;11;22;3;8;0,09090909090909091;0,0008832503613296933;0,0006519097993895754;0,0011017260374586854;0,0010821046936291085
BETIM_MG;BETIM;MG;32;7;25;2;4;0,0625;0,0005620684117552593;0,0007408065902154265;0,0007344840249724568;0,0005410523468145543
SERRA_ES;SERRA;ES;32;9;23;0;8;0,0;0,0007226593865424764;0,0006815420629981924;0,0;0,0010821046936291085
SAO MIGUEL_RN;SÃO MIGUEL;RN;32;7;25;4;2;0,125;0,0005620684117552593;0,0007408065902154265;0,0014689680499449136;0,00027052617340727714
CARAGUATATUBA_SP;CARAGUATATUBA;SP;31;17;14;5;11;0,16129032258064516;0,0013650232856913442;0,00041485169052063887;0,001836210062431142;0,0014878939537400244
CUBATAO_SP;CUBATÃO;SP;31;11;20;2;4;0,06451612903225806;0,0008832503613296933;0,0005926452721723412;0,0007344840249724568;0,0005410523468145543
MIRASSOL_SP;MIRASSOL;SP;31;12;19;4;6;0,12903225806451613;0,0009635458487233017;0,0005630130085637242;0,0014689680499449136;0,0008115785202218315
TORRES_RS;TORRES;RS;31;5;26;1;4;0,03225806451612903;0,0004014774369680424;0,0007704388538240436;0,0003672420124862284;0,0005410523468145543
MOGI DAS CRUZES_SP;MOGI DAS CRUZES;SP;31;15;16;3;11;0,0967741935483871;0,0012044323109041272;0,000474116217737873;0,0011017260374586854;0,0014878939537400244
MOGI GUACU_SP;MOGI GUAÇU;SP;31;15;16;3;7;0,0967741935483871;0,0012044323109041272;0,000474116217737873;0,0011017260374586854;0,0009468416069254701
TUBARAO_SC;TUBARÃO;SC;30;8;22;0;7;0,0;0,0006423638991488678;0,0006519097993895754;0,0;0,0009468416069254701
IRARA_BA;IRARÁ;BA;30;13;17;2;6;0,06666666666666667;0,0010438413361169101;0,00050374848134649;0,0007344840249724568;0,0008115785202218315
NOVO HAMBURGO_RS;NOVO HAMBURGO;RS;30;10;20;1;6;0,03333333333333333;0,0008029548739360848;0,0005926452721723412;0,0003672420124862284;0,0008115785202218315
CARIACICA_ES;CARIACICA;ES;28;7;21;1;5;0,03571428571428571;0,0005620684117552593;0,0006222775357809583;0,0003672420124862284;0,0006763154335181928
PAULINIA_SP;PAULÍNIA;SP;28;12;16;3;8;0,10714285714285714;0,0009635458487233017;0,000474116217737873;0,0011017260374586854;0,0010821046936291085
BENTO GONCALVES_RS;BENTO GONÇALVES;RS;28;7;21;4;3;0,14285714285714285;0,0005620684117552593;0,0006222775357809583;0,0014689680499449136;0,00040578926011091576
PARANACITY_PR;PARANACITY;PR;28;8;20;3;4;0,10714285714285714;0,0006423638991488678;0,0005926452721723412;0,0011017260374586854;0,0005410523468145543
PINDAMONHANGABA_SP;PINDAMONHANGABA;SP;28;9;19;2;6;0,07142857142857142;0,0007226593865424764;0,0005630130085637242;0,0007344840249724568;0,0008115785202218315
IMBAU_PR;IMBAÚ;PR;27;8;19;5;3;0,18518518518518517;0,0006423638991488678;0,0005630130085637242;0,001836210062431142;0,00040578926011091576
PORTO UNIAO_SC;PORTO UNIÃO;SC;27;12;15;4;8;0,14814814814814814;0,0009635458487233017;0,00044448395412925593;0,0014689680499449136;0,0010821046936291085
PRIMAVERA DO LESTE_MT;PRIMAVERA DO LESTE;MT;26;6;20;1;4;0,038461538461538464;0,00048177292436165086;0,0005926452721723412;0,0003672420124862284;0,0005410523468145543
MAUA_SP;MAUÁ;SP;26;14;12;3;9;0,11538461538461539;0,0011241368235105186;0,00035558716330340474;0,0011017260374586854;0,0012173677803327472
ACAILANDIA_MA;AÇAILÂNDIA;MA;25;2;23;0;1;0,0;0,00016059097478721696;0,0006815420629981924;0,0;0,00013526308670363857
SAO PEDRO DO IVAI_PR;SÃO PEDRO DO IVAÍ;PR;25;5;20;1;3;0,04;0,0004014774369680424;0,0005926452721723412;0,0003672420124862284;0,00040578926011091576
ORTIGUEIRA_PR;ORTIGUEIRA;PR;24;8;16;3;5;0,125;0,0006423638991488678;0,000474116217737873;0,0011017260374586854;0,0006763154335181928
CRUZ ALTA_RS;CRUZ ALTA;RS;24;6;18;3;1;0,125;0,00048177292436165086;0,0005333807449551071;0,0011017260374586854;0,00013526308670363857
IVAIPORA_PR;IVAIPORÃ;PR;24;6;18;2;2;0,08333333333333333;0,00048177292436165086;0,0005333807449551071;0,0007344840249724568;0,00027052617340727714
URUGUAIANA_RS;URUGUAIANA;RS;24;8;16;0;6;0,0;0,0006423638991488678;0,000474116217737873;0,0;0,0008115785202218315
ITAJUBA_MG;ITAJUBÁ;MG;23;8;15;1;6;0,043478260869565216;0,0006423638991488678;0,00044448395412925593;0,0003672420124862284;0,0008115785202218315
MANDAGUARI_PR;MANDAGUARI;PR;23;9;14;2;6;0,08695652173913043;0,0007226593865424764;0,00041485169052063887;0,0007344840249724568;0,0008115785202218315
JAGUAPITA_PR;JAGUAPITÃ;PR;22;6;16;1;4;0,045454545454545456;0,00048177292436165086;0,000474116217737873;0,0003672420124862284;0,0005410523468145543
IMBITUBA_SC;IMBITUBA;SC;22;6;16;2;4;0,09090909090909091;0,00048177292436165086;0,000474116217737873;0,0007344840249724568;0,0005410523468145543
PONTA PORA_MS;PONTA PORÃ;MS;22;7;15;2;5;0,09090909090909091;0,0005620684117552593;0,00044448395412925593;0,0007344840249724568;0,0006763154335181928
JARDIM ALEGRE_PR;JARDIM ALEGRE;PR;22;4;18;2;1;0,09090909090909091;0,0003211819495744339;0,0005333807449551071;0,0007344840249724568;0,00013526308670363857
COLATINA_ES;COLATINA;ES;21;5;16;0;3;0,0;0,0004014774369680424;0,000474116217737873;0,0;0,00040578926011091576
VARGINHA_MG;VARGINHA;MG;21;2;19;0;1;0,0;0,00016059097478721696;0,0005630130085637242;0,0;0,00013526308670363857
CANDIDO DE ABREU_PR;CÂNDIDO DE ABREU;PR;21;7;14;2;4;0,09523809523809523;0,0005620684117552593;0,00041485169052063887;0,0007344840249724568;0,0005410523468145543
TELEMACO BORBA_PR;TELÊMACO BORBA;PR;20;9;11;2;4;0,1;0,0007226593865424764;0,0003259548996947877;0,0007344840249724568;0,0005410523468145543
MANOEL RIBAS_PR;MANOEL RIBAS;PR;19;4;15;0;3;0,0;0,0003211819495744339;0,00044448395412925593;0,0;0,00040578926011091576
MANDAGUACU_PR;MANDAGUAÇU;PR;18;6;12;2;2;0,1111111111111111;0,00048177292436165086;0,00035558716330340474;0,0007344840249724568;0,00027052617340727714
SAO LUIS_MA;SÃO LUÍS;MA;18;8;10;1;5;0,05555555555555555;0,0006423638991488678;0,0002963226360861706;0,0003672420124862284;0,0006763154335181928
CACAPAVA_SP;CAÇAPAVA;SP;18;6;12;2;3;0,1111111111111111;0,00048177292436165086;0,00035558716330340474;0,0007344840249724568;0,00040578926011091576
MARILIA_SP;MARÍLIA;SP;18;11;7;1;7;0,05555555555555555;0,0008832503613296933;0,00020742584526031943;0,0003672420124862284;0,0009468416069254701
IBIPORA_PR;IBIPORÃ;PR;18;5;13;1;3;0,05555555555555555;0,0004014774369680424;0,0003852194269120218;0,0003672420124862284;0,00040578926011091576
DIADEMA_SP;DIADEMA;SP;17;6;11;2;4;0,11764705882352941;0,00048177292436165086;0,0003259548996947877;0,0007344840249724568;0,0005410523468145543
PRUDENTOPOLIS_PR;PRUDENTÓPOLIS;PR;17;1;16;0;1;0,0;8,029548739360848e-05;0,000474116217737873;0,0;0,00013526308670363857
CACOAL_RO;CACOAL;RO;17;4;13;1;3;0,058823529411764705;0,0003211819495744339;0,0003852194269120218;0,0003672420124862284;0,00040578926011091576
INDAIATUBA_SP;INDAIATUBA;SP;16;5;11;2;2;0,125;0,0004014774369680424;0,0003259548996947877;0,0007344840249724568;0,00027052617340727714
RIO GRANDE_RS;RIO GRANDE;RS;16;4;12;0;2;0,0;0,0003211819495744339;0,00035558716330340474;0,0;0,00027052617340727714
FERNANDOPOLIS_SP;FERNANDÓPOLIS;SP;16;6;10;2;2;0,125;0,00048177292436165086;0,0002963226360861706;0,0007344840249724568;0,00027052617340727714
ARIQUEMES_RO;ARIQUEMES;RO;16;3;13;3;0;0,1875;0,00024088646218082543;0,0003852194269120218;0,0011017260374586854;0,0
BARBOSA FERRAZ_PR;BARBOSA FERRAZ;PR;15;1;14;0;1;0,0;8,029548739360848e-05;0,00041485169052063887;0,0;0,00013526308670363857
JANDAIA DO SUL_PR;JANDAIA DO SUL;PR;15;4;11;0;3;0,0;0,0003211819495744339;0,0003259548996947877;0,0;0,00040578926011091576
GASPAR_SC;GASPAR;SC;15;3;12;2;1;0,13333333333333333;0,00024088646218082543;0,00035558716330340474;0,0007344840249724568;0,00013526308670363857
CRUZEIRO DO OESTE_PR;CRUZEIRO DO OESTE;PR;14;6;8;2;1;0,14285714285714285;0,00048177292436165086;0,0002370581088689365;0,0007344840249724568;0,00013526308670363857
PITANGA_PR;PITANGA;PR;14;1;13;0;1;0,0;8,029548739360848e-05;0,0003852194269120218;0,0;0,00013526308670363857
INHAMBUPE_BA;INHAMBUPE;BA;13;3;10;1;2;0,07692307692307693;0,00024088646218082543;0,0002963226360861706;0,0003672420124862284;0,00027052617340727714
GUARA_SP;GUARÁ;SP;13;10;3;1;6;0,07692307692307693;0,0008029548739360848;8,889679082585119e-05;0,0003672420124862284;0,0008115785202218315
PEABIRU_PR;PEABIRU;PR;12;6;6;0;6;0,0;0,00048177292436165086;0,00017779358165170237;0,0;0,0008115785202218315
GOIOERE_PR;GOIOERÊ;PR;12;2;10;2;0;0,16666666666666666;0,00016059097478721696;0,0002963226360861706;0,0007344840249724568;0,0
MACAE_RJ;MACAÉ;RJ;12;4;8;1;3;0,08333333333333333;0,0003211819495744339;0,0002370581088689365;0,0003672420124862284;0,00040578926011091576
ASSIS CHATEAUBRIAND_PR;ASSIS CHATEAUBRIAND;PR;12;5;7;0;2;0,0;0,0004014774369680424;0,00020742584526031943;0,0;0,00027052617340727714
CALIFORNIA_PR;CALIFÓRNIA;PR;12;3;9;2;1;0,16666666666666666;0,00024088646218082543;0,00026669037247755356;0,0007344840249724568;0,00013526308670363857
BARBACENA_MG;BARBACENA;MG;11;3;8;1;2;0,09090909090909091;0,00024088646218082543;0,0002370581088689365;0,0003672420124862284;0,00027052617340727714
MAMBORE_PR;MAMBORÊ;PR;11;4;7;1;3;0,09090909090909091;0,0003211819495744339;0,00020742584526031943;0,0003672420124862284;0,00040578926011091576
CAMBIRA_PR;CAMBIRA;PR;11;0;11;0;0;0,0;0,0;0,0003259548996947877;0,0;0,0
GUAIBA_RS;GUAÍBA;RS;11;2;9;1;1;0,09090909090909091;0,00016059097478721696;0,00026669037247755356;0,0003672420124862284;0,00013526308670363857
BEBEDOURO_SP;BEBEDOURO;SP;10;6;4;1;4;0,1;0,00048177292436165086;0,00011852905443446825;0,0003672420124862284;0,0005410523468145543
FAXINAL_PR;FAXINAL;PR;10;0;10;0;0;0,0;0,0;0,0002963226360861706;0,0;0,0
ARARANGUA_SC;ARARANGUÁ;SC;10;3;7;1;1;0,1;0,00024088646218082543;0,00020742584526031943;0,0003672420124862284;0,00013526308670363857
ICARA_SC;IÇARA;SC;10;1;9;0;1;0,0;8,029548739360848e-05;0,00026669037247755356;0,0;0,00013526308670363857
BORRAZOPOLIS_PR;BORRAZÓPOLIS;PR;9;1;8;0;1;0,0;8,029548739360848e-05;0,0002370581088689365;0,0;0,00013526308670363857
JANIOPOLIS_PR;JANIÓPOLIS;PR;9;5;4;1;4;0,1111111111111111;0,0004014774369680424;0,00011852905443446825;0,0003672420124862284;0,0005410523468145543
MANHUACU_MG;MANHUAÇU;MG;9;2;7;0;1;0,0;0,00016059097478721696;0,00020742584526031943;0,0;0,00013526308670363857
OSORIO_RS;OSÓRIO;RS;9;3;6;0;2;0,0;0,00024088646218082543;0,00017779358165170237;0,0;0,00027052617340727714
LEME_SP;LEME;SP;9;4;5;1;3;0,1111111111111111;0,0003211819495744339;0,0001481613180430853;0,0003672420124862284;0,00040578926011091576
ITUVERAVA_SP;ITUVERAVA;SP;8;7;1;0;7;0,0;0,0005620684117552593;2,9632263608617062e-05;0,0;0,0009468416069254701
IPATINGA_MG;IPATINGA;MG;8;1;7;0;0;0,0;8,029548739360848e-05;0,00020742584526031943;0,0;0,0
ITABIRA_MG;ITABIRA;MG;8;3;5;0;3;0,0;0,00024088646218082543;0,0001481613180430853;0,0;0,00040578926011091576
SANTA FE_PR;SANTA FÉ;PR;8;3;5;3;0;0,375;0,00024088646218082543;0,0001481613180430853;0,0011017260374586854;0,0
PORTO VELHO_RO;PORTO VELHO;RO;8;3;5;0;3;0,0;0,00024088646218082543;0,0001481613180430853;0,0;0,00040578926011091576
ASSIS_SP;ASSIS;SP;7;2;5;0;2;0,0;0,00016059097478721696;0,0001481613180430853;0,0;0,00027052617340727714
IBATE_SP;IBATÉ;SP;7;3;4;1;2;0,14285714285714285;0,00024088646218082543;0,00011852905443446825;0,0003672420124862284;0,00027052617340727714
TIMBO_SC;TIMBÓ;SC;7;3;4;2;1;0,2857142857142857;0,00024088646218082543;0,00011852905443446825;0,0007344840249724568;0,00013526308670363857
CARLOS BARBOSA_RS;CARLOS BARBOSA;RS;7;1;6;0;1;0,0;8,029548739360848e-05;0,00017779358165170237;0,0;0,00013526308670363857
ARAPOTI_PR;ARAPOTI;PR;7;2;5;0;2;0,0;0,00016059097478721696;0,0001481613180430853;0,0;0,00027052617340727714
ASTORGA_PR;ASTORGA;PR;6;3;3;3;0;0,5;0,00024088646218082543;8,889679082585119e-05;0,0011017260374586854;0,0
ABATIA_PR;ABATIÁ;PR;6;0;6;0;0;0,0;0,0;0,00017779358165170237;0,0;0,0
